Project,Region,Year,SurveyDate,Location,MPA_Group,Type,Designation,Site,Dive,Line,Transect_ID,Habitat_Type,Lat,Lon,Depth (m),Cumulative_Dist (m),Cumulative_Area (m2),TC,Sec,Taxserial,CommonName,SpeciesName,Count,Unusable_Data,Field2
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57075446,-121.9828777,51.42,187.87,333.89,19:06:13,278103973,57,UI branched sponge,Unidentified Porifera (branched),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57074847,-121.9828758,51.76,188.55,334.99,19:06:14,278103974,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57074847,-121.9828758,51.76,188.55,334.99,19:06:14,278103974,719222,Red gorgonian,Leptogorgia chilensis,3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57074847,-121.9828758,51.76,188.55,334.99,19:06:14,278103974,97,UI sea star,Unidentified Asteroidea,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.5707363,-121.9828713,49.4,189.95,336.96,19:06:16,278103976,57,UI branched sponge,Unidentified Porifera (branched),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57073022,-121.9828697,50.95,190.64,337.62,19:06:17,278103977,157139,Leather star,Dermasterias imbricata,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.570724,-121.9828674,52.5,191.36,338.38,19:06:18,278103978,719222,Red gorgonian,Leptogorgia chilensis,4,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57071161,-121.9828612,52.65,192.83,340.07,19:06:20,278103980,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57071161,-121.9828612,52.65,192.83,340.07,19:06:20,278103980,719222,Red gorgonian,Leptogorgia chilensis,5,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57070541,-121.982859,52.725,193.54,340.95,19:06:21,278103981,157139,Leather star,Dermasterias imbricata,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57069928,-121.9828569,52.8,194.24,341.86,19:06:22,278103982,57,UI branched sponge,Unidentified Porifera (branched),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57069928,-121.9828569,52.8,194.24,341.86,19:06:22,278103982,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57069928,-121.9828569,52.8,194.24,341.86,19:06:22,278103982,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57067546,-121.9828469,53.1,197.01,345.82,19:06:26,278103986,157011,Red sea star,Mediaster aequalis,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57064212,-121.9828365,53.3,200.79,351.3,19:06:33,278103993,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57062792,-121.9828322,54.5,202.4,354.08,19:06:36,278103996,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57062239,-121.9828308,54.8,203.02,355.36,19:06:37,278103997,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57062239,-121.9828308,54.8,203.02,355.36,19:06:37,278103997,159015,Elephant ear tunicate,Polyclinum planum,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Soft,36.57057461,-121.9828181,55.15,208.4,365.7,19:06:46,278104006,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57056108,-121.9828154,55.7,209.91,368.88,19:06:48,278104008,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57055408,-121.9828137,55.56666667,210.7,369.88,19:06:49,278104009,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.570547,-121.9828118,55.43333333,211.5,371.19,19:06:50,278104010,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57053974,-121.9828104,55.3,212.31,372.81,19:06:51,278104011,47,UI nipple sponge,Unidentified Porifera (nipple),3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57051875,-121.9828063,55.1,214.66,375.76,19:06:54,278104014,719222,Red gorgonian,Leptogorgia chilensis,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57051213,-121.9828047,54.9,215.4,377.76,19:06:55,278104015,47,UI nipple sponge,Unidentified Porifera (nipple),3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57050545,-121.9828036,54.7,216.14,380.09,19:06:56,278104016,719222,Red gorgonian,Leptogorgia chilensis,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57035067,-121.982733,55.91666667,229.78,406.48,19:07:22,278104042,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57034271,-121.9827313,55.7,230.67,407.4,19:07:23,278104043,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57030271,-121.9827095,55.2,235.54,413.83,19:07:30,278104050,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57028672,-121.9826985,54.33333333,237.56,418.05,19:07:33,278104053,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57028672,-121.9826985,54.33333333,237.56,418.05,19:07:33,278104053,47,UI nipple sponge,Unidentified Porifera (nipple),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57027607,-121.9826909,53.23333333,238.91,419.92,19:07:35,278104055,159015,Elephant ear tunicate,Polyclinum planum,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57024817,-121.9826743,50.7625,242.33,424.76,19:07:41,278104061,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57024398,-121.9826717,50.825,242.85,425.69,19:07:42,278104062,48631,Gray puffball sponge,Craniella arb,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57024002,-121.9826696,50.8875,243.32,426.56,19:07:43,278104063,57,UI branched sponge,Unidentified Porifera (branched),13,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57021768,-121.9826533,49.1,246.19,431.9,19:07:49,278104069,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57021768,-121.9826533,49.1,246.19,431.9,19:07:49,278104069,158344,California sea cucumber,Apostichopus californicus /syn./ Parastichopus californicus,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57021387,-121.9826505,49.7,246.68,432.62,19:07:50,278104070,57,UI branched sponge,Unidentified Porifera (branched),6,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57020155,-121.9826415,51.5,248.25,434.45,19:07:53,278104073,719222,Red gorgonian,Leptogorgia chilensis,3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57020155,-121.9826415,51.5,248.25,434.45,19:07:53,278104073,47,UI nipple sponge,Unidentified Porifera (nipple),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57019727,-121.9826378,52.1,248.83,435.04,19:07:54,278104074,719222,Red gorgonian,Leptogorgia chilensis,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57019302,-121.9826334,51.41,249.44,435.47,19:07:55,278104075,159015,Elephant ear tunicate,Polyclinum planum,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57018871,-121.9826291,50.72,0,0,19:07:56,278104076,719222,Red gorgonian,Leptogorgia chilensis,1,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57018419,-121.9826252,50.03,0,0,19:07:57,278104077,719222,Red gorgonian,Leptogorgia chilensis,1,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57014833,-121.9825904,50.93333333,252.28,441.64,19:08:06,278104086,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57013981,-121.9825836,50.8,253.4,444.21,19:08:08,278104088,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57011661,-121.9825699,50.1,256.22,449.93,19:08:14,278104094,47,UI nipple sponge,Unidentified Porifera (nipple),3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57010967,-121.9825679,49.7,257,450.38,19:08:16,278104096,159015,Elephant ear tunicate,Polyclinum planum,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57010761,-121.9825677,49.5,257.22,450.46,19:08:17,278104097,719222,Red gorgonian,Leptogorgia chilensis,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57010501,-121.982567,49.3,257.51,450.57,19:08:18,278104098,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57007604,-121.982564,49.53333333,0,0,19:08:25,278104105,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,5,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.5700484,-121.9825624,51.7,260.2,456.68,19:08:32,278104112,719222,Red gorgonian,Leptogorgia chilensis,5,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57003556,-121.9825671,52.15,261.67,459.64,19:08:35,278104115,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57002629,-121.9825695,52.45,262.71,461.53,19:08:37,278104117,156992,Cookie star,Ceramaster patagonicus,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57002629,-121.9825695,52.45,262.71,461.53,19:08:37,278104117,47,UI nipple sponge,Unidentified Porifera (nipple),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57001426,-121.9825722,52.75,264.06,463.78,19:08:39,278104119,47,UI nipple sponge,Unidentified Porifera (nipple),3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57000981,-121.9825739,52.9,264.57,464.58,19:08:40,278104120,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57000539,-121.982576,52.31333333,265.09,465.18,19:08:41,278104121,47,UI nipple sponge,Unidentified Porifera (nipple),4,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57000539,-121.982576,52.31333333,265.09,465.18,19:08:41,278104121,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.57000098,-121.9825784,51.72666667,265.62,465.89,19:08:42,278104122,719222,Red gorgonian,Leptogorgia chilensis,4,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56998893,-121.982583,49.96666667,267.01,468.55,19:08:45,278104125,57,UI branched sponge,Unidentified Porifera (branched),12,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56998893,-121.982583,49.96666667,267.01,468.55,19:08:45,278104125,47,UI nipple sponge,Unidentified Porifera (nipple),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56998893,-121.982583,49.96666667,267.01,468.55,19:08:45,278104125,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56998472,-121.9825842,50.8,267.49,469.03,19:08:46,278104126,159015,Elephant ear tunicate,Polyclinum planum,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56998004,-121.9825862,50.6,268.03,469.36,19:08:47,278104127,47,UI nipple sponge,Unidentified Porifera (nipple),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56998004,-121.9825862,50.6,268.03,469.36,19:08:47,278104127,67,UI lobed sponge/tunicate,Unidentified Porifera or Bryozoa,3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56997541,-121.982589,50.4,268.6,469.58,19:08:48,278104128,157272,Fish eating star,Stylasterias forreri,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.5699712,-121.9825919,50.45,269.13,469.78,19:08:49,278104129,47,UI nipple sponge,Unidentified Porifera (nipple),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56993628,-121.9826099,52.4,0,0,19:08:58,278104138,719222,Red gorgonian,Leptogorgia chilensis,3,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56993383,-121.9826097,52.76666667,0,0,19:08:59,278104139,57,UI branched sponge,Unidentified Porifera (branched),4,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.5699135,-121.9826156,52.85714286,273.65,477.75,19:09:06,278104146,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56990261,-121.9826128,55.5,274.87,479.57,19:09:10,278104150,719222,Red gorgonian,Leptogorgia chilensis,5,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56988966,-121.9826059,55.83333333,0,0,19:09:15,278104155,57,UI branched sponge,Unidentified Porifera (branched),1,X,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56983891,-121.9825815,56.88571429,280.22,489.35,19:09:28,278104168,57,UI branched sponge,Unidentified Porifera (branched),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56983484,-121.9825803,56.72857143,280.68,489.93,19:09:29,278104169,57,UI branched sponge,Unidentified Porifera (branched),8,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56982721,-121.9825769,56.41428571,281.57,491.47,19:09:31,278104171,47,UI nipple sponge,Unidentified Porifera (nipple),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56982374,-121.9825747,56.25714286,282,492.65,19:09:32,278104172,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56979368,-121.9825542,56.6,285.8,499.6,19:09:41,278104181,157011,Red sea star,Mediaster aequalis,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56979075,-121.9825516,56.4,286.19,500.71,19:09:42,278104182,719222,Red gorgonian,Leptogorgia chilensis,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.5697806,-121.9825433,56.8,287.52,503.67,19:09:46,278104186,157011,Red sea star,Mediaster aequalis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56977879,-121.9825412,56.425,287.79,503.96,19:09:47,278104187,157011,Red sea star,Mediaster aequalis,3,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56977879,-121.9825412,56.425,287.79,503.96,19:09:47,278104187,47,UI nipple sponge,Unidentified Porifera (nipple),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56977714,-121.9825387,56.05,288.07,504.25,19:09:48,278104188,719222,Red gorgonian,Leptogorgia chilensis,2,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56977714,-121.9825387,56.05,288.07,504.25,19:09:48,278104188,47,UI nipple sponge,Unidentified Porifera (nipple),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56977565,-121.9825362,55.675,288.34,504.51,19:09:49,278104189,719222,Red gorgonian,Leptogorgia chilensis,1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56976425,-121.9825143,53.53333333,290.66,507.31,19:09:58,278104198,57,UI branched sponge,Unidentified Porifera (branched),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.5697624,-121.9825119,53.3,290.95,507.66,19:09:59,278104199,47,UI nipple sponge,Unidentified Porifera (nipple),1,,
CCMPA 2008,Central,2008,10/23/2008,Cypress Point,Point Lobos,Reference,Reference,PL11,431,380,CCMPA 2008_431_380,Hard,36.56975838,-121.9825088,52.43333333,291.47,508.33,19:10:01,278104201,159181,Glassy tunicate,Ascidia paratropa,1,,
